Date,Open,High,Low,Close,Volume
2020-12-11,91.89322185356882,93.19519712850717,91.81774314828516,92.91216278076172,730800
2020-12-14,93.64809236558087,93.91226072122785,91.5724704891229,91.64794921875,682400
2020-12-15,91.95928270847251,94.3368048262718,91.6951143840556,94.12924194335938,881900
2020-12-16,94.34625787123242,94.69534161665335,92.89332463624966,93.42166137695312,891800
2020-12-17,93.93110667634988,94.619837340027,93.12916514053964,94.11036682128906,964800
2020-12-18,94.19529914402484,94.95007207612142,93.20466776845227,94.3934326171875,1774600
2020-12-21,92.74237315906169,95.5444509349915,92.11024776903854,95.02555084228516,1023700
2020-12-22,94.86514213830922,94.86514213830922,92.78952065021231,93.78015899658203,1060300
2020-12-23,94.84627254826121,95.05383542494609,93.76128936434725,94.09150695800781,593300
2020-12-24,94.63871298573372,94.79910706754592,93.69525056634275,94.58210754394531,249700
2020-12-28,95.70482457162873,95.86521144608497,94.3651025433361,94.69532012939453,408600
2020-12-29,95.45953758213584,95.88409283478467,93.4593944584831,93.88395690917969,501900
2020-12-30,94.29906255400645,95.43122173546452,94.016028157177,95.08213806152344,418200
2020-12-31,95.0821351836953,96.11051289577622,94.82740351445403,96.0350341796875,504200
2021-01-04,96.26147060432369,96.49733621188031,92.64800776902483,94.05377197265625,814700
2021-01-05,94.10095392462057,95.69540795788092,93.67639865091186,93.94056701660156,1005200
2021-01-06,95.52556931702543,98.7427796004441,95.11044355192702,97.90309143066406,1015300
2021-01-07,99.6484987854964,102.5354913538716,98.59181833264398,102.3468017578125,1539300
2021-01-08,99.88436742926532,102.68644472633434,98.61068742381488,101.30899047851562,1632200
2021-01-11,100.52592001673773,101.32786160450416,99.16733187874965,100.02587890625,1285100
2021-01-12,100.23344977691015,101.53543257900553,99.12960042577937,99.84663391113281,1292100
2021-01-13,100.20513532357481,100.20513532357481,98.37481606131244,99.26167297363281,1132800
2021-01-14,99.9126900128254,100.37498466782394,98.69562240440003,99.56360626220703,916500
2021-01-15,98.85599196107006,99.00694940447052,96.42185717159073,97.64836120605469,1060200
2021-01-19,98.69560500191697,99.45980726392877,97.49740368947813,98.36539459228516,1247500
2021-01-20,99.16734590014005,99.3371694414001,97.5728919404232,98.12010192871094,759200
2021-01-21,98.12008640433602,98.69559902543595,96.62941413335435,97.30870819091797,1182300
2021-01-22,96.92190246924457,97.41249978528384,96.39355859268606,96.79924774169922,1248400
2021-01-25,96.64829928050334,98.18614053997467,94.69533222419784,95.28971099853516,1247800
2021-01-26,95.71425427357875,96.01616194316202,93.61033722562101,93.6197738647461,1138000
2021-01-27,92.69517384115375,93.59146017464866,91.1384595584106,92.4121322631836,1233100
2021-01-28,93.64808023642209,94.64814808128632,93.3839119149898,93.48768615722656,1357900
2021-01-29,92.82726349268448,93.26125532605805,90.61012832734373,91.1290283203125,996300
2021-02-01,92.25176465967104,92.38384883749454,90.29879751836906,91.64794921875,1135400
2021-02-02,92.82726521811377,93.54429865955946,91.22338201287549,91.68567657470703,1272900
2021-02-03,91.51585613843405,91.88380591201285,89.45910774348344,89.74214935302734,2544400
2021-02-04,92.16685882945609,93.94056583247789,89.67611827285185,91.67625427246094,2677900
2021-02-05,91.45925225908594,93.07257218575008,90.7799581430069,92.63858032226562,1226000
2021-02-08,92.85557288958768,95.60105208266924,92.84614344765245,95.25196838378906,1228600
2021-02-09,95.34632414211549,95.76144997246512,93.92170085713946,95.46897888183594,1125100
2021-02-10,96.41243723136826,96.44073995528332,94.45003346204967,95.42179870605469,1015000
2021-02-11,95.8746557754086,96.20486618990701,92.51592459323959,93.34617614746094,1573700
2021-02-12,92.45931832531716,93.77073052980187,91.11960339956326,93.51599884033203,1508800
2021-02-16,93.73297995470456,95.1576100718728,93.2423827159562,93.38390350341797,1468300
2021-02-17,93.09060734204996,93.65828924779974,92.20123445134615,92.90138244628906,867600
2021-02-18,92.57969955183208,92.72162184528881,89.53313082196061,91.58625793457031,1143600
2021-02-19,92.26747486526912,94.56659299281618,91.87009820580863,94.36790466308594,981200
2021-02-22,93.75290164788066,94.8031164212925,93.58260357286291,94.12190246582031,932700
2021-02-23,94.52874531864279,94.52874531864279,92.21070057577424,93.52583312988281,833400
2021-02-24,93.82858727405464,96.25070761930246,92.64591372098306,95.64517211914062,793900
2021-02-25,95.53165520845214,96.89409766728757,94.23544219033967,94.61389923095703,1022100
2021-02-26,94.56657965107746,95.52218195602858,94.16920304768006,94.19758605957031,1392400
2021-03-01,95.19104525298039,97.86862035219202,95.19104525298039,96.72379302978516,855500
2021-03-02,96.67647446983025,97.19685375964025,95.91010425980738,96.46832275390625,873100
2021-03-03,96.67648267316514,97.36716731475022,95.6451874163419,95.69249725341797,928000
2021-03-04,95.46541400571994,95.78709775860702,91.83223696928093,93.1946792602539,899700
2021-03-05,94.16923021625742,95.15321581698652,91.4821984445683,94.84098815917969,1044400
2021-03-08,95.03965800522191,97.28200999476604,94.75582064125236,95.48434448242188,689800
2021-03-09,95.61679355042898,96.931926025058,94.56657880903934,94.62335205078125,906700
2021-03-10,95.05857561844964,95.7114137637309,94.11243672660635,95.56002807617188,1011800
2021-03-11,95.55056134009938,96.78054474406838,95.13426515073651,95.61679077148438,707300
2021-03-12,96.13718055951045,96.50617417741731,95.32350047426269,96.3831787109375,573800
2021-03-15,96.64808634904661,98.55928367716811,95.87225276972468,98.45520782470703,856800
2021-03-16,98.1713895593106,98.67284209937512,96.48726321023804,97.03601837158203,762900
2021-03-17,97.67938586412282,99.12697734249328,96.91301560344847,98.74852752685547,878900
2021-03-18,98.25652386396888,100.66918095968056,98.25652386396888,98.55928802490234,1271900
2021-03-19,98.20921728275773,99.20265876203551,97.63207199640586,98.40790557861328,2013100
2021-03-22,97.98213630850964,98.25651743930018,95.70194544961329,96.91300201416016,1131000
2021-03-23,95.92900010027745,96.73321653385129,94.4719456681898,94.99232482910156,1037000
2021-03-24,95.77762463184438,97.64151182396675,95.57892915082164,95.6640853881836,1091800
2021-03-25,95.69248321520523,96.8940836033712,93.81913232468602,96.43993377685547,1070700
2021-03-26,97.26308414167501,99.20266460214427,96.6670120005506,99.11751556396484,790900
2021-03-29,98.7769181013909,99.39190992657402,97.80239603644706,98.65391540527344,808900
2021-03-30,98.8336567673143,99.4108020045317,97.95374740716858,99.23103332519531,773800
2021-03-31,99.81766439847287,100.30965350184665,97.95376941541384,99.51490020751953,1061000
2021-04-01,100.41371986856275,100.86786972125718,98.51198585772659,99.00397491455078,754600
2021-04-05,99.53381207807008,100.84894460707547,99.49597287330009,100.68810272216797,828000
2021-04-06,100.89625748931243,102.16408744142915,100.3380389712491,100.77326202392578,752500
2021-04-07,100.31911968949537,100.75434277488203,99.5432859775508,100.23397064208984,651300
2021-04-08,99.88389261745438,100.52726741766615,99.28782765400268,100.0352783203125,554600
2021-04-09,100.67864130852588,102.18299865722656,100.42317976954143,102.18299865722656,778500
2021-04-12,102.18298723193669,102.6465932083926,101.7666838629345,102.57090759277344,489000
2021-04-13,102.40062830282534,102.5236237755663,100.92464653759487,101.34095001220703,494400
2021-04-14,101.23687556627728,102.34385649190615,101.20849255051263,101.99378967285156,444900
2021-04-15,102.11677222654909,102.46684621977693,101.25578235879966,102.2208480834961,684400
2021-04-16,103.33729240450778,103.76305202455826,102.19246519517027,102.76014709472656,756800
2021-04-19,103.10076625752156,103.11022966853396,101.95593895291904,102.38169860839844,532000
2021-04-20,102.37224275146944,102.91154172348995,100.76380924711864,101.79509735107422,548300
2021-04-21,101.83294235870028,103.58330535888672,101.79509593085359,103.58330535888672,591800
2021-04-22,104.0752723549719,104.75649347443182,103.15751652561434,103.20482635498047,509200
2021-04-23,103.74412200027717,104.90786869468572,103.3656650324377,104.5294189453125,468800
2021-04-26,105.02141259576811,105.95808803828945,104.34019146721928,104.4915771484375,510300
2021-04-27,104.40642770508786,105.47556929761292,103.98066808122003,105.36203002929688,542900
2021-04-28,105.56071866202278,106.0810979536663,105.07818579326853,105.26741790771484,465700
2021-04-29,105.96755288471242,106.573081180862,105.14440947347781,106.22300720214844,544900
2021-04-30,105.48502267179701,105.90132609270206,104.36857849447907,104.69026947021484,773400
2021-05-03,105.50395465944761,106.10001958982923,104.4726594667296,105.58910369873047,879400
2021-05-04,106.60146159074158,110.0454063979838,105.30525599708052,109.70479583740234,1302500
2021-05-05,110.83070480346908,111.34162065095288,108.72081920094517,111.03885650634766,887600
2021-05-06,111.25645655967884,112.47697646179628,110.55631587808413,112.3539810180664,809100
2021-05-07,112.18369238819308,113.1582143289391,111.39839534563316,112.91221618652344,766000
2021-05-10,113.65018383561056,114.48278329730705,113.08249483787635,113.34741973876953,641300
2021-05-11,112.25937720315473,112.54321453012648,110.46171192513374,111.2943115234375,852500
2021-05-12,110.792847197781,111.17130414494633,106.53522278371922,106.89476013183594,897600
2021-05-13,107.01777275143863,110.16841705605081,106.98938973907642,109.61019134521484,570200
2021-05-14,110.48062392207918,112.42021133932192,110.09271076971032,112.02283477783203,510300
2021-05-17,111.3227296589829,112.0701731936366,110.30089770141323,111.20919036865234,424100
2021-05-18,111.01992567334058,111.30377020672559,108.8059642994163,108.93842315673828,589900
2021-05-19,107.49083964437233,107.50975924600714,105.98647505883257,107.08399963378906,1164800
2021-05-20,107.6327587284148,107.95444247593183,106.95153759430038,107.68006134033203,901100
2021-05-21,108.27614181120994,109.59127435070921,108.27614181120994,109.25066375732422,696400
2021-05-24,110.08326850225232,110.10219532412934,108.76813590203429,109.65750885009766,600700
2021-05-25,109.97918413272897,111.40785589832839,109.71426639467705,110.48063659667969,763400
2021-05-26,110.50909400281766,110.91691193548955,110.06334591271305,110.83155822753906,543400
2021-05-27,112.25417457979586,112.49127785370794,111.13504683749818,111.53337860107422,833400
2021-05-28,111.63771268127236,112.2921200799829,111.30576952099102,112.02656555175781,515400
2021-06-01,113.202599035026,113.68629178837287,112.7758159934848,113.12672424316406,666000
2021-06-02,113.07930468206214,113.24053318328102,112.1783078351331,112.64302825927734,537000
2021-06-03,112.0170823257998,112.42490028648122,111.31525859200565,112.386962890625,759300
2021-06-04,112.86116613160449,113.37331010671836,112.5292229724987,113.08878326416016,599000
2021-06-07,113.17412304063522,113.36380274297998,112.26364744491013,112.86114501953125,633400
2021-06-08,112.69993805319534,113.84751711372897,111.69461517865571,113.58196258544922,527200
2021-06-09,113.28793636912117,113.28793636912117,112.16880867633253,112.33952331542969,670800
2021-06-10,113.06980919163854,113.26897507126125,111.96016761839017,112.1308822631836,731900
2021-06-11,112.69994163445449,112.93704493306986,111.09712102035267,112.06450653076172,759400
2021-06-14,111.80841665970226,112.01706869360989,109.97797913835477,111.22039794921875,649500
2021-06-15,111.29626902634874,112.11190482129611,110.47115431077026,111.99809265136719,745600
2021-06-16,111.67564996675476,112.00759312671099,109.37100569074697,109.53223419189453,1010300
2021-06-17,109.63656460488384,110.07283380911107,106.65854773216256,108.06220245361328,1074800
2021-06-18,106.74390828135806,108.33724274271627,106.38350663535586,107.56902313232422,2234100
2021-06-21,108.8209150057989,110.86949073617059,108.8209150057989,110.32889556884766,725400
2021-06-22,110.3004447082612,110.91690742501603,109.5986138153916,110.37631225585938,731300
2021-06-23,110.9643380525765,111.21092749650018,109.8736614878021,110.08231353759766,668000
2021-06-24,110.58496634846472,111.41957450992112,109.65552555970177,110.88845825195312,648900
2021-06-25,111.3721562525408,111.80842543229704,110.42374310459643,110.82207489013672,3223900
2021-06-28,111.07815596878567,113.36382800539998,110.25303388449737,113.05084991455078,917100
2021-06-29,113.45866381799492,114.13203629384329,112.89910352633346,113.08878326416016,712800
2021-06-30,112.69045414226545,114.01823404595477,112.47231592636187,113.77164459228516,734300
2021-07-01,114.75799584555524,115.26065367789161,113.57247935954744,113.9423599243164,499000
2021-07-02,114.19844457942945,115.23221156388767,113.76216811051461,114.65367889404297,492900
2021-07-06,114.852833459413,114.96664564472698,112.78529245902786,114.245849609375,963300
2021-07-07,114.3217314681582,115.04252754807739,113.65783786650519,114.44502258300781,1637400
2021-07-08,112.98443399067166,113.43018924224869,111.81789009500345,113.04134368896484,856600
2021-07-09,114.05615747180296,115.08992424171629,114.05615747180296,114.80540466308594,649500
2021-07-12,114.11306236054128,115.44084212976234,113.84750785386059,115.3649673461914,642100
2021-07-13,115.45980251313567,115.67794069807822,114.1604812674475,114.53984069824219,807200
2021-07-14,114.75799278520685,115.57362868469444,113.85700317419573,114.7674789428711,752700
2021-07-15,113.95184617636849,115.38395211867812,112.7189061355745,113.8190689086914,842300
2021-07-16,114.55882199773234,115.35548554787549,112.63354451573514,113.20259094238281,842100
2021-07-19,111.81789960402335,112.12139148940149,109.96848982227957,111.18246459960938,917000
2021-07-20,111.83686372917171,115.49773863552916,111.68512140568302,115.26063537597656,1113300
2021-07-21,115.66844913698328,116.52202228802298,115.40289465350804,116.11420440673828,602500
2021-07-22,116.33235412841991,116.33235412841991,115.37445487296179,115.7063980102539,414500
2021-07-23,116.74965575930572,117.16695985519678,116.0288597488988,116.90140533447266,548400
2021-07-26,116.89191542132544,117.83084237109453,116.5884235165608,117.6791000366211,710100
2021-07-27,117.11006091110275,118.34299368530299,116.30390393141933,117.5558090209961,581300
2021-07-28,117.63167766344111,117.93516957124112,115.55465062316793,116.58842468261719,856200
2021-07-29,117.7739424487869,118.90255638584334,117.32818712118248,118.6085433959961,478700
2021-07-30,118.48524976396838,119.52850273465474,118.02052936750059,119.3577880859375,678200
2021-08-02,120.13550247262624,121.24514421850223,118.99740948749476,119.15863800048828,643600
2021-08-03,117.84033696899954,122.0038702275096,115.7253724054337,121.33049774169922,1325900
2021-08-04,120.47691529720899,121.18822512434592,119.4241761741809,120.12600708007812,954400
2021-08-05,120.80885787691697,121.6719100338902,120.1829089945587,120.94163513183594,698200
2021-08-06,121.7477915800159,122.38322665467864,121.30204347707061,122.1556167602539,763400
2021-08-09,122.17457318958385,122.87638956832139,121.27357647166878,121.8615951538086,516400
2021-08-10,122.01331495205156,123.7584057030216,121.510657268021,122.72462463378906,646500
2021-08-11,123.20835173155567,123.59720458344063,122.62032575721098,123.50235748291016,648600
2021-08-12,123.45492298736866,124.39385710148774,123.08504248270982,124.32746124267578,826700
2021-08-13,124.70685896242136,125.19054449271748,124.12832632188498,124.74478912353516,567900
2021-08-16,124.28956366891815,126.1105154362301,123.91018967262093,126.07257080078125,683200
2021-08-17,125.32329618778805,125.77853038643421,123.78687172258584,125.00083923339844,615500
2021-08-18,124.33697410737092,124.8870410185919,123.40751876824754,123.54978942871094,594700
2021-08-19,122.75310938041335,123.82482089111207,122.15561892532237,123.53081512451172,793600
2021-08-20,123.6066849820363,124.88703402468465,123.18938088933221,124.78272247314453,484900
2021-08-23,125.7121536056901,126.20533244741144,125.00084381290608,125.38020324707031,810200
2021-08-24,125.62680359045648,127.14425584328012,125.48453294474366,127.04942321777344,494000
2021-08-25,127.34405785437274,128.82667902916162,126.96388928266522,128.3990020751953,495700
2021-08-26,128.18038405453248,128.30394063799193,126.62172935574881,127.6196517944336,976600
2021-08-27,128.03782866324613,129.53946169397022,127.98080701050094,128.24691772460938,727600
2021-08-30,128.6840619903756,130.38528489245442,128.45597543506153,129.7104949951172,564400
2021-08-31,129.5299228887066,130.45181143158624,129.05472320689003,129.54893493652344,1088300
2021-09-01,129.5014603113653,130.18574926825605,127.99982701718557,129.77708435058594,728200
2021-09-02,130.3567966164769,131.89643913887818,130.2332400430192,131.1836395263672,870500
2021-09-03,130.98408705773738,131.58282897743874,130.1477307229827,130.44235229492188,588200
2021-09-07,129.84361134496348,130.07171250942568,128.4275249753656,128.92172241210938,790000
2021-09-08,128.98826804474413,129.01677887992065,127.6577140633374,128.4085235595703,766800
2021-09-09,128.7221002955425,128.85515563481303,126.63122446331538,127.29650115966797,1068200
2021-09-10,127.961773719323,128.97870803097175,127.24897417442884,127.67665100097656,660700
2021-09-13,129.0832595730294,129.09275834677877,125.19611482173649,126.09899139404297,789800
2021-09-14,126.61225239865841,126.87836316123767,125.52879729331455,125.91846466064453,528300
2021-09-15,125.55727775603039,128.13286676611074,125.42422240692318,127.52459716796875,610100
2021-09-16,127.53410636542888,127.84773992871085,125.5382616907054,126.2890853881836,398300
2021-09-17,125.68084805424279,126.36513692492599,124.38830402094639,125.0345687866211,1469700
2021-09-20,123.20029196326271,124.63538998916563,122.0217913612457,124.54034423828125,740300
2021-09-21,125.07257198085064,125.37669226033812,123.37134886384732,124.44530487060547,637900
2021-09-22,125.52878818984273,127.33454173381114,125.1486196266219,126.55522155761719,630800
2021-09-23,127.40108733329781,129.33039763452797,127.06844162538265,128.4655303955078,527200
2021-09-24,127.95230215844258,129.25434496340682,127.88576722583569,128.8931884765625,433100
2021-09-27,128.75062999438086,129.3968947364603,127.5911413670534,127.63866424560547,568000
2021-09-28,127.05893068566944,127.08744151482442,122.37345290124865,122.52552032470703,1030900
2021-09-29,122.97220634739809,123.28583996247578,121.00487942250639,121.44206237792969,1134000
2021-09-30,121.87925261745083,122.30692954651035,117.54542541503906,117.54542541503906,1427500
2021-10-01,116.35741135161662,116.78508822724409,113.85786327102547,115.28346252441406,1472000
2021-10-04,115.25494078116745,116.29087997617255,112.18515454709467,113.38265991210938,1052200
2021-10-05,113.75332198714223,116.79459758064442,113.05002111472932,116.39543151855469,1056800
2021-10-06,115.61610966702449,116.32890934776944,113.55374433096938,116.18634796142578,623700
2021-10-07,117.41237305562413,117.85906204909051,115.98677358761165,116.29090118408203,701200
2021-10-08,115.85371760657279,116.51899445441512,114.58017831802255,115.4450454711914,623700
2021-10-11,115.01735920606593,115.3975205055302,112.82193839684601,112.8979721069336,523900
2021-10-12,113.19259345035557,113.72482216896316,112.46078893235894,112.86946105957031,560300
2021-10-13,113.61076736535851,114.63720065833482,112.37524500333444,113.99092864990234,518300
2021-10-14,115.15041884369404,117.28881794048556,115.07438513557447,117.25080108642578,640600
2021-10-15,118.2867302247224,118.99952990591419,117.85905331639665,118.50532531738281,913500
2021-10-18,117.54541557576216,119.25613765074957,117.09872663112806,118.8854751586914,563800
2021-10-19,120.15901089356589,120.37760597230219,119.03753917655425,119.2846450805664,518500
2021-10-20,119.44621327939683,120.72925119533554,118.81894610882019,120.28256225585938,581400
2021-10-21,120.32057854102688,121.86022838349228,120.11148948515185,121.7176742553711,521400
2021-10-22,121.93628312600076,123.35236938283767,121.93628312600076,122.37345886230469,499900
2021-10-25,122.05979035080044,123.88456999593838,121.65112556179952,122.6490478515625,478400
2021-10-26,123.18128035307289,123.35234530294173,121.40403066938343,121.4610595703125,579500
2021-10-27,121.42304445161335,123.09574963358864,121.0048663433763,121.65113830566406,484100
2021-10-28,121.7747023785753,124.75895646873212,121.7461915514358,124.70193481445312,483400
2021-10-29,124.33126558847682,126.07048385633563,123.39986366676,124.11266326904297,703500
2021-11-01,124.54036653227303,125.31970122358636,122.09784691832004,122.85816955566406,600200
2021-11-02,121.47054735198265,124.46431422127161,119.83585919209042,122.6490478515625,1085600
2021-11-03,121.96476471671753,122.47797404541761,118.01109947374647,119.3891830444336,830000
2021-11-04,120.1304944581905,123.78953096749586,119.75033321999601,123.3048324584961,625800
2021-11-05,124.01765868998825,125.51929191525134,123.67551422724543,124.51185607910156,700800
2021-11-08,125.71885698666344,127.62915494766126,125.01555606722769,126.46968078613281,577500
2021-11-09,126.24156793939136,127.2299770433439,125.40521173469998,126.88783264160156,434200
2021-11-10,126.64071501215847,126.95434854191521,122.6965634598367,125.7093276977539,580000
2021-11-11,125.70934703447591,125.88992526138014,123.723001040475,123.8465576171875,511100
2021-11-12,124.58787787937811,124.60688993158692,123.06724724744866,124.05565643310547,691400
2021-11-15,124.18870191150455,125.00604606807656,122.79161347524838,123.04822540283203,614300
2021-11-16,123.59947202924263,124.83499442111619,123.2288167618753,124.35979461669922,710500
2021-11-17,124.1126825135684,124.42631612743736,122.98170464893566,123.70401763916016,487800
2021-11-18,124.00815410035783,124.89203340018226,123.13378807918744,123.78006744384766,475300
2021-11-19,123.87507275910559,123.87507275910559,122.54451920177907,122.69658660888672,696500
2021-11-22,123.31568394535627,124.22052307653684,121.46789893213256,121.54409790039062,685700
2021-11-23,121.04882955276122,121.44887056117577,119.86777443920091,120.55355072021484,619900
2021-11-24,119.76299053550215,119.76299053550215,118.20094794986849,119.09626770019531,1121800
2021-11-26,116.60079735792512,118.077121442596,115.70548493975615,116.81034088134766,969100
2021-11-29,117.8675807375418,118.61050250799804,116.36268382128078,117.91520690917969,1294700
2021-11-30,117.11514796449502,118.43907432592415,114.19107939595763,115.35308837890625,2259700
2021-12-01,117.29609141433052,117.8580423970822,112.90522623924332,112.96237182617188,1132300
2021-12-02,113.5433914723755,115.20067911707287,112.72427070467516,114.61967468261719,1609000
2021-12-03,114.62919714298421,114.62919714298421,110.20975874229568,112.47662353515625,1797300
